字號,字,韻部,韻母
2336,灈,魚,ʌ
2337,躣,魚,ʌ
2338,忂,魚,ʌ
2340,鼩,侯,ɒ
2342,斪,侯,ɒ
2343,句,侯,ɒ
2345,瞿,魚,ʌ
2350,蚼,侯,ɒ
2351,𪓞,侯,ɒ
2352,𧾱,魚,ʌ
2355,絇,侯,ɒ
2361,姁,侯,ɒ
2362,儒,侯,ɒ
2363,獳,侯,ɒ
2364,濡,侯,ɒ
2365,襦,侯,ɒ
2366,懦,侯,ɒ
2370,嬬,侯,ɒ
2374,臑,侯,ɒ
2375,醹,侯,ɒ
2377,䰰,侯,ɒ
2378,須,侯,ɒ
2380,嬃,侯,ɒ
2381,𩓣,侯,ɒ
2383,繻,侯,ɒ
2386,需,侯,ɒ
2387,娶,侯,ɒ
2388,緰,侯,ɒ
2390,鑐,侯,ɒ
2391,隃,侯,ɒ
2392,株,侯,ɒ
2393,誅,侯,ɒ
2394,邾,侯,ɒ
2396,蛛,侯,ɒ
2397,跦,侯,ɒ
2398,袾,侯,ɒ
2403,貙,侯,ɒ
2405,殊,侯,ɒ
2406,銖,侯,ɒ
2407,洙,侯,ɒ
2408,茱,侯,ɒ
2410,殳,侯,ɒ
2415,𠘧,侯,ɒ
2416,杸,侯,ɒ
2417,逾,侯,ɒ
2418,踰,侯,ɒ
2419,窬,侯,ɒ
2420,臾,侯,ɒ
2421,楰,侯,ɒ
2422,腴,侯,ɒ
2423,諛,侯,ɒ
2424,隃,侯,ɒ
2425,鄃,侯,ɒ
2426,覦,侯,ɒ
2428,俞,侯,ɒ
2429,歈,侯,ɒ
2430,愉,侯,ɒ
2432,揄,侯,ɒ
2433,褕,侯,ɒ
2438,蝓,侯,ɒ
2439,榆,侯,ɒ
2442,牏,侯,ɒ
2443,渝,侯,ɒ
2444,媮,侯,ɒ
2448,瘉,侯,ɒ
2449,螸,侯,ɒ
2459,𢔢,侯,ɒ
2462,區,侯,ɒ
2463,鰸,侯,ɒ
2464,驅,侯,ɒ
2467,軀,侯,ɒ
2468,摳,侯,ɒ
2469,䧢,侯,ɒ
2470,朱,侯,ɒ
2471,珠,侯,ɒ
2473,絑,侯,ɒ
2475,咮,侯,ɒ
2482,鯫,侯,ɒ
2483,趣,侯,ɒ
2485,蔞,侯,ɒ
2494,鏤,侯,ɒ
2495,䣚,侯,ɒ
2496,婁,侯,ɒ
2497,瘻,侯,ɒ
2499,膢,侯,ɒ
2500,扶,魚,ʌ
2503,符,侯,ɒ
2505,鳧,侯,ɒ
2506,榑,魚,ʌ
2508,蚨,魚,ʌ
2509,夫,魚,ʌ
2515,枎,魚,ʌ
2516,坿,侯,ɒ
2517,泭,侯,ɒ
2527,雛,侯,ɒ
2529,媰,侯,ɒ
2532,敷,魚,ʌ
2533,麩,魚,ʌ
2539,鋪,魚,ʌ
2542,痡,魚,ʌ
2544,怤,侯,ɒ
2548,豧,魚,ʌ
2549,尃,魚,ʌ
2555,泭,侯,ɒ
2563,紨,侯,ɒ
2568,諏,侯,ɒ
2572,陬,侯,ɒ
2579,邞,魚,ʌ
2580,鈇,魚,ʌ
2581,衭,魚,ʌ
2587,夫,魚,ʌ
2589,柎,侯,ɒ
2590,扶,魚,ʌ
2592,𩵩,魚,ʌ
2596,紆,魚,ʌ
2597,䩒,魚,ʌ
2599,扜,魚,ʌ
2601,䙔,侯,ɒ
2602,蓲,侯,ɒ
2603,迂,魚,ʌ
2605,㝼,魚,ʌ
2608,輸,侯,ɒ
2609,鄃,侯,ɒ
2610,隃,侯,ɒ
2611,樞,侯,ɒ
2612,姝,侯,ɒ
2614,袾,侯,ɒ
2615,䇬,侯,ɒ
2616,廚,侯,ɒ
2618,趎,侯,ɒ
2621,拘,侯,ɒ
2622,駒,侯,ɒ
2623,䀠,魚,ʌ
2626,㪺,魚,ʌ
2629,跔,侯,ɒ
2631,俱,侯,ɒ
2632,痀,侯,ɒ
2633,𥇛,魚,ʌ
2638,橾,侯,ɒ
2640,模,魚,ʌ
2643,嫫,魚,ʌ
2646,謨,魚,ʌ
2652,酺,魚,ʌ
2653,匍,魚,ʌ
2659,蒲,魚,ʌ
2662,胡,魚,ʌ
2665,壺,魚,ʌ
2666,狐,魚,ʌ
2668,餬,魚,ʌ
2669,瑚,魚,ʌ
2670,湖,魚,ʌ
2674,𪏻,魚,ʌ
2678,弧,魚,ʌ
2679,乎,魚,ʌ
2681,𪕱,魚,ʌ
2691,虖,魚,ʌ
2692,孤,魚,ʌ
2693,苽,魚,ʌ
2694,菰,魚,ʌ
2696,𡗷,魚,ʌ
2697,姑,魚,ʌ
2698,辜,魚,ʌ
2699,呱,魚,ʌ
2700,泒,魚,ʌ
2701,酤,魚,ʌ
2702,觚,魚,ʌ
2703,蛄,魚,ʌ
2708,沽,魚,ʌ
2709,柧,魚,ʌ
2713,盬,魚,ʌ
2714,嫴,魚,ʌ
2715,罛,魚,ʌ
2720,夃,魚,ʌ
2721,徒,魚,ʌ
2723,屠,魚,ʌ
2724,瘏,魚,ʌ
2727,酴,魚,ʌ
2728,駼,魚,ʌ
2729,𤙛,魚,ʌ
2730,鵌,魚,ʌ
2731,涂,魚,ʌ
2734,荼,魚,ʌ
2735,圖,魚,ʌ
2738,䣝,魚,ʌ
2740,捈,魚,ʌ
2741,䣄,魚,ʌ
2743,嵞,魚,ʌ
2748,蒤,魚,ʌ
2751,筡,魚,ʌ
2752,奴,魚,ʌ
2754,砮,魚,ʌ
2758,笯,魚,ʌ
2759,呼,魚,ʌ
2760,嘑,魚,ʌ
2762,𧦝,魚,ʌ
2763,歑,魚,ʌ
2764,戲,魚,ʌ
2765,謼,魚,ʌ
2766,膴,魚,ʌ
2767,幠,魚,ʌ
2771,虍,魚,ʌ
2773,雐,魚,ʌ
2774,䰧,魚,ʌ
2775,滹,魚,ʌ
2776,吾,魚,ʌ
2777,鼯,魚,ʌ
2780,吳,魚,ʌ
2781,浯,魚,ʌ
2782,䓊,魚,ʌ
2787,郚,魚,ʌ
2792,梧,魚,ʌ
2797,租,魚,ʌ
2798,蒩,魚,ʌ
2799,盧,魚,ʌ
2800,鑪,魚,ʌ
2801,壚,魚,ʌ
2802,籚,魚,ʌ
2803,蘆,魚,ʌ
2804,顱,魚,ʌ
2807,攎,魚,ʌ
2808,櫨,魚,ʌ
2810,黸,魚,ʌ
2812,鸕,魚,ʌ
2813,艫,魚,ʌ
2814,纑,魚,ʌ
2818,玈,魚,ʌ
2823,矑,魚,ʌ
2825,㭔,魚,ʌ
2826,䰕,魚,ʌ
2827,𧇄,魚,ʌ
2833,蘇,魚,ʌ
2834,穌,魚,ʌ
2837,徂,魚,ʌ
2838,䢐,魚,ʌ
2839,殂,魚,ʌ
2841,虘,魚,ʌ
2842,烏,魚,ʌ
2844,洿,魚,ʌ
2845,污,魚,ʌ
2850,歍,魚,ʌ
2853,於,魚,ʌ
2854,瑦,魚,ʌ
2855,鄔,魚,ʌ
2858,惡,魚,ʌ
2863,逋,魚,ʌ
2864,餔,魚,ʌ
2872,誧,魚,ʌ
2875,抪,魚,ʌ
2876,枯,魚,ʌ
2877,刳,魚,ʌ
2881,㱠,魚,ʌ
2886,鮬,魚,ʌ
2887,麤,魚,ʌ
2889,𧆓,魚,ʌ
2893,粗,魚,ʌ
2906,都,魚,ʌ
2908,闍,魚,ʌ
2914,鋪,魚,ʌ
2925,齊,脂,əl
2926,臍,脂,əl
2928,蠐,脂,əl
2929,𪗍,脂,əl
2931,䶒,脂,əl
2933,𨥦,脂,əl
2934,黎,脂,əl
2935,犂,脂,əl
2936,𤛿,脂,əl
2939,藜,脂,əl
2941,𦃇,佳,ə
2943,邌,脂,əl
2944,𨛫,脂,əl
2948,驪,佳,ə
2955,妻,脂,əl
2956,萋,脂,əl
2957,淒,脂,əl
2959,悽,脂,əl
2961,郪,脂,əl
2962,緀,脂,əl
2963,齌,脂,əl
2964,霋,脂,əl
2966,氐,脂,əl
2967,袛,脂,əl
2969,鞮,佳,ə
2971,羝,脂,əl
2973,隄,佳,ə
2977,奃,脂,əl
2978,趆,脂,əl
2984,𥿄,脂,əl
2988,騠,佳,ə
2989,嗁,佳,ə
2990,啼,佳,ə
2992,蹏,佳,ə
2995,提,佳,ə
2996,詆,脂,əl
2998,隄,佳,ə
2999,桋,脂,əl
3000,題,佳,ə
3002,𧡨,佳,ə
3003,綈,脂,əl
3008,蕛,脂,əl
3010,𦯔,脂,əl
3013,褆,佳,ə
3014,鵜,脂,əl
3015,荑,脂,əl
3016,禔,佳,ə
3019,緹,佳,ə
3031,𢔭,脂,əl
3032,謕,佳,ə
3034,厗,脂,əl
3039,𨪉,佳,ə
3040,鴺,脂,əl
3042,銻,脂,əl
3043,鮷,脂,əl
3044,趧,佳,ə
3048,睼,佳,ə
3051,螕,脂,əl
3057,梐,脂,əl
3059,𨻼,脂,əl
3061,箄,佳,ə
3065,㮰,脂,əl
3066,雞,佳,ə
3068,稽,脂,əl
3069,枅,脂,əl
3070,笄,脂,əl
3076,奚,佳,ə
3078,徯,佳,ə
3079,㜎,佳,ə
3081,螇,佳,ə
3083,騱,佳,ə
3086,郋,脂,əl
3090,兮,佳,ə
3091,鼷,佳,ə
3093,貕,佳,ə
3094,鷖,佳,ə
3095,翳,佳,ə
3097,嫛,佳,ə
3098,黳,佳,ə
3100,㙠,佳,ə
3102,黟,佳,ə
3103,繄,佳,ə
3106,倪,佳,ə
3107,蜺,佳,ə
3108,霓,佳,ə
3109,郳,佳,ə
3110,齯,佳,ə
3111,婗,佳,ə
3112,輗,佳,ə
3115,麑,佳,ə
3117,鯢,佳,ə
3119,䘽,佳,ə
3121,觬,佳,ə
3123,㪒,佳,ə
3124,醯,佳,ə
3130,西,脂,əl
3133,棲,脂,əl
3136,犀,脂,əl
3140,𤺊,佳,ə
3141,㯕,佳,ə
3142,屖,脂,əl
3143,𧬊,佳,ə
3146,梯,脂,əl
3147,睇,脂,əl
3148,鷈,佳,ə
3155,鼙,佳,ə
3156,鞞,佳,ə
3157,椑,佳,ə
3158,膍,脂,əl
3160,㼰,佳,ə
3163,𨻼,脂,əl
3166,錍,佳,ə
3167,批,脂,əl
3169,齎,脂,əl
3171,䪡,脂,əl
3174,𨥦,脂,əl
3175,櫅,脂,əl
3177,擠,脂,əl
3179,躋,脂,əl
3185,迷,脂,əl
3188,麛,佳,ə
3189,𧠠,脂,əl
3191,泥,脂,əl
3193,屔,脂,əl
3195,谿,佳,ə
3201,螇,佳,ə
3203,繫,佳,ə
3204,圭,佳,ə
3206,邽,佳,ə
3207,閨,佳,ə
3209,窐,佳,ə
3211,𪊧,佳,ə
3216,𦓯,佳,ə
3218,茥,佳,ə
3219,睽,脂,əl
3220,奎,佳,ə
3222,刲,佳,ə
3224,茥,佳,ə
3233,𡐠,佳,ə
3234,攜,佳,ə
3236,蠵,佳,ə
3237,鑴,佳,ə
3238,窐,佳,ə
3240,畦,佳,ə
3241,驨,佳,ə
3242,巂,佳,ə
3243,酅,佳,ə
3244,𢥘,佳,ə
3248,纗,佳,ə
3249,讗,佳,ə
3251,䙵,佳,ə
3252,黊,佳,ə
3253,𡰢,佳,ə
3255,觿,佳,ə
3259,烓,佳,ə
3263,佳,佳,ə
3264,街,佳,ə
3265,㥟,佳,ə
3267,膎,佳,ə
3268,鞵,佳,ə
3275,𥱼,佳,ə
3276,郫,佳,ə
3277,蠯,佳,ə
3285,騧,歌,ʌl
3287,蛙,佳,ə
3288,鼃,佳,ə
3295,柴,佳,ə
3296,祡,佳,ə
3297,𪗶,佳,ə
3299,㧘,佳,ə
3310,差,歌,ʌl
3319,崖,佳,ə
3324,厓,佳,ə
3327,娃,佳,ə
3328,洼,佳,ə
3329,哇,佳,ə
3333,籭,佳,ə
3338,䁲,佳,ə
3340,鼃,佳,ə
3341,皆,脂,əl
3342,偕,脂,əl
3344,稭,脂,əl
3345,喈,脂,əl
3346,階,脂,əl
3347,𦝨,脂,əl
3349,荄,之,ɔɪ
3350,痎,之,ɔɪ
3352,楷,脂,əl
3354,湝,脂,əl
3359,鍇,脂,əl
3360,𢰇,之,ɔɪ
3361,諧,脂,əl
3362,𩤠,脂,əl
3363,骸,之,ɔɪ
3364,瑎,脂,əl
3365,湝,脂,əl
3366,龤,脂,əl
3371,俳,微,ɔl
3376,乖,微,ɔl
3380,懷,緝,ɔp
3381,褱,緝,ɔp
3383,槐,微,ɔl
3388,淮,微,ɔl
3389,褢,微,ɔl
3391,瀤,微,ɔl
3392,匯,微,ɔl
3395,豺,之,ɔɪ
3396,儕,脂,əl
3404,埋,之,ɔɪ
3405,薶,之,ɔɪ
3406,霾,之,ɔɪ
3408,齋,脂,əl
3409,䶒,脂,əl
3416,梩,之,ɔɪ
3419,𦂄,脂,əl
3428,𢓬,微,ɔl
3432,灰,之,ɔɪ
3437,虺,微,ɔl
3438,恢,之,ɔɪ
3440,悝,之,ɔɪ
3441,魁,微,ɔl
3444,顝,微,ɔl
3446,隈,微,ɔl
3447,煨,微,ɔl
3449,渨,微,ɔl
3450,椳,微,ɔl
3454,𧤖,微,ɔl
3457,回,微,ɔl
3458,洄,微,ɔl
3460,槐,微,ɔl
3462,瑰,微,ɔl
3464,蛕,之,ɔɪ
3470,枚,微,ɔl
3471,梅,之,ɔɪ
3472,媒,之,ɔɪ
3473,玫,微,ɔl
3475,脢,之,ɔɪ
3477,腜,之,ɔɪ
3478,禖,之,ɔɪ
3479,䍙,之,ɔɪ
3482,鋂,之,ɔɪ
3485,傀,微,ɔl
3488,瑰,微,ɔl
3495,雷,微,ɔl
3497,儡,微,ɔl
3498,㔣,微,ɔl
3500,櫑,微,ɔl
3501,罍,微,ɔl
3508,穨,微,ɔl
3511,隤,微,ɔl
3513,㢈,微,ɔl
3514,魋,微,ɔl
3517,𧮓,微,ɔl
3521,崔,微,ɔl
3522,催,微,ɔl
3523,縗,微,ɔl
3526,𧽠,微,ɔl
3537,嵟,微,ɔl
3539,𠂤,微,ɔl
3547,蓑,微,ɔl
3548,摧,微,ɔl
3549,崔,微,ɔl
3553,裴,微,ɔl
3554,徘,微,ɔl
3555,培,之,ɔɪ
3556,陪,之,ɔɪ
3557,𨛬,微,ɔl
3558,䣙,之,ɔɪ
3560,棓,之,ɔɪ
3563,𩑢,之,ɔɪ
3565,桮,之,ɔɪ
3568,肧,之,ɔɪ
3569,坏,之,ɔɪ
3571,醅,之,ɔɪ
3572,衃,之,ɔɪ
3573,𩵣,之,ɔɪ
3578,嵬,微,ɔl
3584,蓷,微,ɔl
3585,推,微,ɔl
3589,捼,微,ɔl
3598,開,微,ɔl
3599,㱾,之,ɔɪ
3600,侅,之,ɔɪ
3603,哀,微,ɔl
3604,埃,之,ɔɪ
3605,唉,之,ɔɪ
3607,欸,之,ɔɪ
3608,毐,之,ɔɪ
3609,臺,之,ɔɪ
3611,菭,之,ɔɪ
3613,炱,之,ɔɪ
3614,嬯,之,ɔɪ
3616,䈚,之,ɔɪ
3619,駘,之,ɔɪ
3624,該,之,ɔɪ
3625,豥,之,ɔɪ
3626,垓,之,ɔɪ
3627,荄,之,ɔɪ
3628,郂,之,ɔɪ
3629,㱯,微,ɔl
3630,剴,微,ɔl
3631,陔,之,ɔɪ
3634,晐,之,ɔɪ
3636,祴,之,ɔɪ
3637,侅,之,ɔɪ
3640,胲,之,ɔɪ
3642,䶣,微,ɔl
3645,裁,之,ɔɪ
3647,財,之,ɔɪ
3648,才,之,ɔɪ
3649,材,之,ɔɪ
3650,䴭,之,ɔɪ
3652,鼒,之,ɔɪ
3654,來,之,ɔɪ
3655,萊,之,ɔɪ
3657,騋,之,ɔɪ
3658,崍,之,ɔɪ
3663,淶,之,ɔɪ
3664,鯠,之,ɔɪ
3666,䅘,之,ɔɪ
3672,犛,之,ɔɪ
3679,烖,之,ɔɪ
3681,災,之,ɔɪ
3684,哉,之,ɔɪ
3685,𡿧,之,ɔɪ
3686,菑,之,ɔɪ
3687,𢦒,之,ɔɪ
3691,猜,之,ɔɪ
3692,偲,之,ɔɪ
3694,䞗,之,ɔɪ
3697,胎,之,ɔɪ
3699,鮐,之,ɔɪ
3700,台,之,ɔɪ
3701,邰,之,ɔɪ
3704,孩,之,ɔɪ
3705,咳,之,ɔɪ
3706,頦,之,ɔɪ
3708,𧻲,之,ɔɪ
3711,豥,之,ɔɪ
3712,鰓,之,ɔɪ
3720,皚,微,ɔl
3722,敳,微,ɔl
3723,㱯,微,ɔl
3725,剴,微,ɔl
3727,能,之,ɔɪ
3733,真,真,ən
3734,甄,真,ən
3735,振,文,ɔn
3736,禛,真,ən
3737,稹,真,ən
3739,畛,真,ən
3744,唇,文,ɔn
3753,因,真,ən
3754,茵,真,ən
3756,禋,真,ən
3758,闉,真,ən
3759,駰,真,ən
3760,湮,真,ən
3761,烟,真,ən
3764,垔,真,ən
3768,洇,真,ən
3769,姻,真,ən
3773,𦎣,真,ən
3776,新,真,ən
3777,辛,真,ən
3778,薪,真,ən
3779,辰,文,ɔn
3780,晨,文,ɔn
3781,䢅,文,ɔn
3783,宸,文,ɔn
3784,鷐,文,ɔn
3785,麎,文,ɔn
3787,茞,真,ən
3788,屒,文,ɔn
3789,臣,真,ən
3790,䢻,真,ən
3792,仁,真,ən
3794,人,真,ən
3795,神,真,ən
3796,晨,文,ɔn
3797,親,真,ən
3798,寴,真,ən
3803,申,真,ən
3804,伸,真,ən
3805,紳,真,ən
3806,娠,文,ɔn
3807,呻,真,ən
3811,胂,真,ən
3812,㑗,真,ən
3815,身,真,ən
3817,䰠,真,ən
3819,賓,真,ən
3823,䚔,真,ən
3825,儐,真,ən
3827,矉,真,ən
3828,𩴱,真,ən
3829,㷠,真,ən
3831,鄰,真,ən
3834,粼,真,ən
3837,麟,真,ən
3838,麐,文,ɔn
3839,鱗,真,ən
3844,瞵,真,ən
3845,獜,真,ən
3848,𩻜,文,ɔn
3853,㨷,文,ɔn
3854,堇,文,ɔn
3855,墐,文,ɔn
3856,魿,真,ən
3857,珍,真,ən
3858,鎮,真,ən
3859,填,真,ən
3860,陳,真,ən
3861,敶,真,ən
3863,趁,真,ən
3864,塵,真,ən
3865,津,真,ən
3867,璡,真,ən
3869,𦘔,真,ən
3870,瞋,真,ən
3871,嗔,真,ən
3872,謓,真,ən
3873,䐜,真,ən
3876,秦,真,ən
3879,寅,真,ən
3880,夤,真,ən
3882,蔩,真,ən
3883,螾,真,ən
3888,𩴱,真,ən
3890,𩰝,真,ən
3891,頻,真,ən
3892,蘋,真,ən
3893,薲,真,ən
3894,嬪,真,ən
3895,㰋,真,ən
3896,玭,真,ən
3897,蠙,真,ən
3900,𧭹,真,ən
3905,銀,文,ɔn
3906,㹞,文,ɔn
3910,鄞,文,ɔn
3912,誾,文,ɔn
3914,嚚,真,ən
3915,䓄,文,ɔn
3916,珢,文,ɔn
3918,垠,文,ɔn
3921,巾,文,ɔn
3924,麕,文,ɔn
3925,頵,文,ɔn
3928,筠,真,ən
3929,囩,文,ɔn
3930,縜,文,ɔn
3931,荺,真,ən
3932,囷,文,ɔn
3933,箘,文,ɔn
3935,輑,文,ɔn
3939,珉,文,ɔn
3940,岷,文,ɔn
3941,罠,文,ɔn
3942,閩,文,ɔn
3943,緡,文,ɔn
3945,笢,文,ɔn
3946,旻,文,ɔn
3950,汶,文,ɔn
3951,㨉,文,ɔn
3952,忞,文,ɔn
3956,𪃯,文,ɔn
3958,貧,文,ɔn
3965,頵,文,ɔn
3967,彬,文,ɔn
3969,份,文,ɔn
3972,邠,文,ɔn
3976,𥇖,文,ɔn
3977,攽,文,ɔn
3978,虨,文,ɔn
3980,民,真,ən
3980,民,文,ɔn
3984,怋,真,ən
3985,諄,文,ɔn
3986,惇,文,ɔn
3987,𥇜,文,ɔn
3988,肫,文,ɔn
3991,楯,文,ɔn
3995,杶,文,ɔn
4000,荀,真,ən
4001,郇,真,ən
4005,珣,真,ən
4006,𣖼,真,ən
4007,洵,真,ən
4008,恂,真,ən
4011,槆,真,ən
4012,姰,真,ən
4014,純,文,ɔn
4017,醇,文,ɔn
4018,鶉,文,ɔn
4019,𦎧,文,ɔn
4020,陙,文,ɔn
4022,錞,文,ɔn
4023,淳,文,ɔn
4024,𡗥,文,ɔn
4025,焞,文,ɔn
4027,犉,文,ɔn
4029,瞤,真,ən
4031,脣,文,ɔn
4032,漘,文,ɔn
4035,紃,文,ɔn
4036,淪,文,ɔn
4037,倫,文,ɔn
4038,論,文,ɔn
4040,輪,文,ɔn
4041,陯,文,ɔn
4043,蜦,文,ɔn
4044,棆,文,ɔn
4045,綸,文,ɔn
4046,惀,文,ɔn
4047,侖,文,ɔn
4049,掄,文,ɔn
4051,屯,文,ɔn
4052,窀,文,ɔn
4055,逡,文,ɔn
4056,竣,文,ɔn
4059,壿,文,ɔn
4060,捘,文,ɔn
4064,夋,文,ɔn
4065,遵,文,ɔn
4070,春,文,ɔn
4072,勻,真,ən
4074,旬,真,ən
4076,巡,文,ɔn
4077,馴,文,ɔn
4078,循,文,ɔn
4079,揗,文,ɔn
4081,紃,文,ɔn
4084,洵,真,ən
4085,楯,文,ɔn
4088,𧾩,文,ɔn
4092,均,真,ən
4093,鈞,真,ən
4100,臻,真,ən
4101,蓁,真,ən
4103,溱,真,ən
4104,潧,之,ɔɪ
4105,𣓀,真,ən
4106,榛,真,ən
4110,轃,真,ən
4111,莘,真,ən
4113,扟,真,ən
4114,駪,文,ɔn
4117,甡,真,ən
4119,詵,文,ɔn
4120,侁,文,ɔn
4124,燊,真,ən
4129,姺,文,ɔn
4130,㾕,真,ən
4134,文,文,ɔn
4135,聞,文,ɔn
4137,彣,文,ɔn
4140,馼,文,ɔn
4141,蟁,文,ɔn
4146,闅,文,ɔn
4150,雲,文,ɔn
4151,芸,文,ɔn
4153,𦔐,文,ɔn
4155,耘,文,ɔn
4156,鄖,文,ɔn
4157,妘,文,ɔn
4159,溳,文,ɔn
4160,澐,文,ɔn
4161,云,文,ɔn
4164,員,文,ɔn
4166,愪,文,ɔn
4167,沄,文,ɔn
4168,𧶊,文,ɔn
4172,熅,文,ɔn
4174,縕,文,ɔn
4182,汾,文,ɔn
4183,墳,文,ɔn
4186,鼖,文,ɔn
4189,濆,文,ɔn
4190,焚,文,ɔn
4192,羒,文,ɔn
4193,豶,文,ɔn
4194,頒,文,ɔn
4197,枌,文,ɔn
4198,鳻,文,ɔn
4199,蕡,文,ɔn
4202,棼,文,ɔn
4203,賁,文,ɔn
4205,魵,文,ɔn
4208,棻,文,ɔn
4209,梤,文,ɔn
4212,鐼,文,ɔn
4216,鼢,文,ɔn
4217,蚡,文,ɔn
4218,轒,文,ɔn
4219,分,文,ɔn
4220,饙,文,ɔn
4222,扮,文,ɔn
4225,羣,文,ɔn
4226,帬,文,ɔn
4228,宭,文,ɔn
4230,薰,文,ɔn
4232,勳,文,ɔn
4234,熏,文,ɔn
4237,纁,文,ɔn
4238,醺,文,ɔn
4239,葷,文,ɔn
4242,君,文,ɔn
4247,莙,文,ɔn
4248,宭,文,ɔn
4250,芬,文,ɔn
4252,𢁥,文,ɔn
4254,衯,文,ɔn
4259,氛,文,ɔn
4260,雰,文,ɔn
4261,𩰟,文,ɔn
4263,欣,文,ɔn
4264,忻,文,ɔn
4265,昕,文,ɔn
4266,訢,文,ɔn
4269,殷,文,ɔn
4270,慇,文,ɔn
4271,㶏,文,ɔn
4273,勤,文,ɔn
4273,勤,0,0
4274,芹,文,ɔn
4282,斤,文,ɔn
4283,筋,文,ɔn
4285,釿,文,ɔn
4286,䖐,文,ɔn
4289,垠,文,ɔn
4290,齗,文,ɔn
4295,䓄,文,ɔn
4297,鄞,文,ɔn
4298,元,元,ʌn
4299,原,元,ʌn
4300,邍,元,ʌn
4304,嫄,元,ʌn
4305,沅,元,ʌn
4306,騵,元,ʌn
4307,黿,元,ʌn
4309,蚖,元,ʌn
4311,芫,元,ʌn
4312,邧,元,ʌn
4314,謜,元,ʌn
4318,阮,元,ʌn
4319,蒝,元,ʌn
4320,袁,元,ʌn
4321,爰,元,ʌn
4322,垣,元,ʌn
4324,園,元,ʌn
4325,援,元,ʌn
4327,轅,元,ʌn
4329,媛,元,ʌn
4330,洹,元,ʌn
4332,𧻚,元,ʌn
4333,蝯,元,ʌn
4336,煩,元,ʌn
4337,番,元,ʌn
4340,繁,元,ʌn
4342,薠,元,ʌn
4343,樊,元,ʌn
4345,繙,元,ʌn
4346,燔,元,ʌn
4349,羳,元,ʌn
4352,蟠,元,ʌn
4353,蕃,元,ʌn
4354,蠜,元,ʌn
4356,𪖇,元,ʌn
4357,𨟄,元,ʌn
4359,璠,元,ʌn
4360,笲,元,ʌn
4362,㺕,元,ʌn
4364,袢,元,ʌn
4365,棥,元,ʌn
4366,緐,元,ʌn
4372,𧢜,元,ʌn
4376,旛,元,ʌn
4377,番,元,ʌn
4378,幡,元,ʌn
4379,𤄫,元,ʌn
4382,繙,元,ʌn
4384,藩,元,ʌn
4386,煖,元,ʌn
4389,䁔,元,ʌn
4390,諼,元,ʌn
4392,壎,元,ʌn
4394,吅,元,ʌn
4395,貆,元,ʌn
4399,讙,元,ʌn
4401,䚭,元,ʌn
4402,䚙,元,ʌn
4404,鴛,元,ʌn
4405,冤,元,ʌn
4406,㠾,元,ʌn
4407,鵷,元,ʌn
4411,宛,元,ʌn
4414,蒬,元,ʌn
4416,𡟰,元,ʌn
4418,䡝,元,ʌn
4419,䩩,元,ʌn
4422,言,元,ʌn
4423,琂,元,ʌn
4424,甗,元,ʌn
4428,䞿,元,ʌn
4429,軒,元,ʌn
4430,掀,元,ʌn
4431,鶱,元,ʌn
4434,䞿,元,ʌn
4437,靬,元,ʌn
4438,鞬,元,ʌn
4444,䭈,元,ʌn
4445,𩱡,元,ʌn
4447,蔫,元,ʌn
4448,焉,元,ʌn
4449,蕃,元,ʌn
4450,藩,元,ʌn
4453,籓,元,ʌn
4456,赶,元,ʌn
4457,樠,元,ʌn
4458,䰟,文,ɔn
4459,㮯,文,ɔn
4463,餫,文,ɔn
4465,鼲,文,ɔn
4466,楎,文,ɔn
4467,渾,文,ɔn
4472,㑮,文,ɔn
4473,䡣,文,ɔn
4477,㨡,文,ɔn
4478,煇,文,ɔn
4482,昆,文,ɔn
4484,𥊽,文,ɔn
4489,琨,文,ɔn
4491,鶤,文,ɔn
4496,㱎,文,ɔn
4502,𥁕,文,ɔn
4503,溫,文,ɔn
4504,轀,文,ɔn
4505,薀,文,ɔn
4507,殟,文,ɔn
4511,縕,文,ɔn
4515,門,文,ɔn
4516,捫,文,ɔn
4517,樠,文,ɔn
4518,虋,文,ɔn
4519,璊,文,ɔn
4522,怋,文,ɔn
4523,䫒,文,ɔn
4528,孫,文,ɔn
4530,飧,文,ɔn
4534,尊,文,ɔn
4538,繜,文,ɔn
4539,存,文,ɔn
4540,蹲,文,ɔn
4544,敦,文,ɔn
4545,惇,文,ɔn
4546,弴,文,ɔn
4553,涒,文,ɔn
4558,屯,文,ɔn
4559,豚,文,ɔn
4562,窀,文,ɔn
4563,臀,文,ɔn
4564,𡱂,文,ɔn
4567,軘,文,ɔn
4569,𥴫,文,ɔn
4572,邨,文,ɔn
4575,啍,文,ɔn
4577,庉,文,ɔn
4580,村,文,ɔn
4581,㑮,文,ɔn
4584,梱,文,ɔn
4585,盆,文,ɔn
4589,奔,文,ɔn
4590,賁,文,ɔn
4593,論,文,ɔn
4595,掄,文,ɔn
4597,坤,文,ɔn
4600,𩒱,文,ɔn
4604,昏,文,ɔn
4605,惛,文,ɔn
4606,婚,文,ɔn
4608,閽,文,ɔn
4609,殙,文,ɔn
4611,濆,文,ɔn
4612,噴,文,ɔn
4613,歕,文,ɔn
4615,痕,文,ɔn
4616,鞎,文,ɔn
4619,根,文,ɔn
4620,跟,文,ɔn
4622,珢,文,ɔn
4623,恩,文,ɔn
