字號,字,韻部,韻母
22042,眜,月,ʌt
22050,沫,月,ʌt
22055,撥,月,ʌt
22057,袚,月,ʌt
22058,茇,月,ʌt
22061,䳊,月,ʌt
22063,䢌,月,ʌt
22066,帗,月,ʌt
22067,㤄,月,ʌt
22078,括,月,ʌt
22079,活,月,ʌt
22081,髺,月,ʌt
22082,檜,月,ʌt
22083,栝,月,ʌt
22084,聒,月,ʌt
22085,䒷,月,ʌt
22087,鴰,月,ʌt
22089,适,月,ʌt
22091,佸,月,ʌt
22092,頢,月,ʌt
22093,劊,月,ʌt
22095,䯏,月,ʌt
22096,懖,月,ʌt
22099,闊,月,ʌt
22102,适,月,ʌt
22105,活,月,ʌt
22107,䄆,月,ʌt
22110,佸,月,ʌt
22111,秳,月,ʌt
22112,姡,月,ʌt
22113,奪,月,ʌt
22115,敓,月,ʌt
22116,脫,月,ʌt
22117,挩,月,ʌt
22119,痥,月,ʌt
22121,豁,月,ʌt
22123,奯,月,ʌt
22125,𤃴,月,ʌt
22128,眓,月,ʌt
22129,斡,月,ʌt
22132,捾,月,ʌt
22134,嬒,月,ʌt
22135,䁊,月,ʌt
22137,𥄗,月,ʌt
22139,撮,月,ʌt
22141,鏺,月,ʌt
22142,𢯸,月,ʌt
22143,𨂩,月,ʌt
22144,㧊,月,ʌt
22145,䣪,月,ʌt
22150,𧘟,月,ʌt
22155,挩,月,ʌt
22156,脫,月,ʌt
22158,梲,月,ʌt
22160,捋,月,ʌt
22162,蛶,月,ʌt
22163,㸹,月,ʌt
22164,㭩,月,ʌt
22165,掇,月,ʌt
22166,剟,月,ʌt
22167,鵽,月,ʌt
22168,腏,月,ʌt
22170,咄,月,ʌt
22173,撮,月,ʌt
22175,跋,月,ʌt
22179,魃,月,ʌt
22180,𢇷,月,ʌt
22181,軷,月,ʌt
22184,炦,月,ʌt
22186,癹,月,ʌt
22187,妭,月,ʌt
22188,犮,月,ʌt
22190,拔,月,ʌt
22191,胈,月,ʌt
22198,茇,月,ʌt
22200,黠,質,ət
22211,拔,月,ʌt
22216,劼,質,ət
22217,鬜,月,ʌt
22221,硈,質,ət
22226,滑,物,ɔt
22231,䴳,質,ət
22233,鶻,物,ɔt
22234,八,月,ʌt
22235,𩡩,質,ət
22244,窡,月,ʌt
22245,𠿡,月,ʌt
22246,娺,月,ʌt
22247,鵽,月,ʌt
22248,聉,物,ɔt
22249,婠,月,ʌt
22255,豽,物,ɔt
22257,㕯,緝,ɔp
22258,肭,緝,ɔp
22261,察,月,ʌt
22262,詧,月,ʌt
22264,𥉻,月,ʌt
22266,劀,質,ət
22269,戛,質,ət
22270,扴,月,ʌt
22272,稭,質,ət
22274,楔,月,ʌt
22279,忦,月,ʌt
22281,𠜵,月,ʌt
22282,𪃈,月,ʌt
22283,袺,質,ət
22287,軋,物,ɔt
22289,揠,月,ʌt
22291,䝟,月,ʌt
22293,穵,月,ʌt
22294,𥈔,月,ʌt
22297,殺,月,ʌt
22299,鎩,月,ʌt
22303,樧,月,ʌt
22317,聉,物,ɔt
22318,𦘍,質,ət
22320,汃,質,ət
22326,舝,月,ʌt
22327,轄,月,ʌt
22331,𧕱,月,ʌt
22332,𤪍,月,ʌt
22334,𧷎,月,ʌt
22341,䦪,月,ʌt
22345,齾,月,ʌt
22352,楬,月,ʌt
22355,瞎,月,ʌt
22356,𪗾,質,ət
22360,刮,月,ʌt
22361,鴰,月,ʌt
22363,䄆,月,ʌt
22365,頢,月,ʌt
22370,姡,月,ʌt
22378,刖,月,ʌt
22379,䎳,月,ʌt
22382,䵵,月,ʌt
22394,擖,月,ʌt
22403,眣,質,ət
22405,屑,質,ət
22406,楔,月,ʌt
22409,榍,質,ət
22411,僁,質,ət
22412,偰,月,ʌt
22417,切,質,ət
22419,𪙌,質,ət
22420,竊,質,ət
22424,詧,月,ʌt
22425,結,質,ət
22426,絜,月,ʌt
22428,䥛,月,ʌt
22430,桔,質,ət
22432,𧾯,月,ʌt
22433,𪃈,月,ʌt
22434,袺,質,ət
22435,拮,質,ət
22437,魝,月,ʌt
22438,𡔣,質,ət
22440,節,質,ət
22441,𢎛,質,ət
22444,楶,質,ət
22447,岊,質,ət
22448,𩯰,月,ʌt
22453,血,質,ət
22455,䆷,質,ət
22458,泬,質,ət
22463,䒸,質,ət
22465,闋,質,ət
22467,缺,月,ʌt
22470,潏,質,ət
22472,譎,物,ɔt
22491,憰,質,ət
22495,穴,質,ət
22497,䋉,質,ət
22499,抉,月,ʌt
22500,䆕,月,ʌt
22501,妜,月,ʌt
22504,䆢,月,ʌt
22506,姪,質,ət
22507,眣,質,ət
22509,胅,質,ət
22511,垤,質,ət
22512,耋,質,ət
22513,迭,質,ət
22514,跌,質,ət
22515,絰,質,ət
22516,驖,質,ət
22518,軼,質,ət
22519,䭿,質,ət
22521,瓞,質,ət
22522,咥,質,ət
22524,戜,質,ət
22525,苵,質,ət
22526,镻,質,ət
22527,䳀,質,ət
22528,荎,質,ət
22532,詄,質,ət
22533,摕,月,ʌt
22537,泆,質,ət
22541,鐵,質,ət
22548,驖,質,ət
22553,頡,質,ət
22554,頁,質,ət
22555,齕,物,ɔt
22557,襭,質,ət
22558,絜,月,ʌt
22570,涅,質,ət
22575,篞,月,ʌt
22582,𢧵,月,ʌt
22585,巀,月,ʌt
22589,齧,月,ʌt
22594,臬,月,ʌt
22595,嶭,月,ʌt
22597,隉,月,ʌt
22599,𡶫,月,ʌt
22600,闑,月,ʌt
22602,蔑,月,ʌt
22603,懱,月,ʌt
22604,𥋚,月,ʌt
22606,蠛,月,ʌt
22608,幭,月,ʌt
22611,衊,月,ʌt
22615,𤊾,月,ʌt
22616,覕,質,ət
22625,㢼,月,ʌt
22634,噎,質,ət
22636,㝣,月,ʌt
22644,𡔣,質,ət
22645,契,月,ʌt
22646,栔,月,ʌt
22647,鍥,月,ʌt
22650,䩤,月,ʌt
22655,撆,月,ʌt
22658,瞥,月,ʌt
22661,嫳,月,ʌt
22663,鐅,月,ʌt
22665,蹩,月,ʌt
22666,𢱧,質,ət
22671,苾,質,ət
22675,蛂,月,ʌt
22676,柲,質,ət
22679,窒,質,ət
22681,蛭,質,ət
22683,咥,質,ət
22693,薛,月,ʌt
22694,𨫔,月,ʌt
22695,紲,月,ʌt
22697,褻,月,ʌt
22699,泄,月,ʌt
22700,渫,月,ʌt
22701,禼,月,ʌt
22704,齛,月,ʌt
22709,㡜,月,ʌt
22712,列,月,ʌt
22714,迾,月,ʌt
22715,蛚,月,ʌt
22717,烈,月,ʌt
22718,洌,月,ʌt
22720,裂,月,ʌt
22721,茢,月,ʌt
22722,颲,月,ʌt
22723,鴷,月,ʌt
22724,栵,月,ʌt
22727,𩢾,月,ʌt
22729,𡿪,月,ʌt
22730,姴,月,ʌt
22732,哲,月,ʌt
22733,悊,月,ʌt
22737,傑,月,ʌt
22738,桀,月,ʌt
22739,竭,月,ʌt
22740,碣,月,ʌt
22741,楬,月,ʌt
22743,揭,月,ʌt
22744,渴,月,ʌt
22751,熱,月,ʌt
22753,晢,月,ʌt
22755,浙,月,ʌt
22756,折,月,ʌt
22757,靼,月,ʌt
22762,舌,月,ʌt
22766,折,月,ʌt
22767,孽,月,ʌt
22768,糱,月,ʌt
22770,𤅊,月,ʌt
22771,蠥,月,ʌt
22773,闑,月,ʌt
22774,𡴎,月,ʌt
22776,櫱,月,ʌt
22779,滅,月,ʌt
22780,搣,月,ʌt
22781,朅,月,ʌt
22782,揭,月,ʌt
22783,藒,月,ʌt
22784,愒,月,ʌt
22786,鷩,月,ʌt
22787,鼈,月,ʌt
22793,絕,月,ʌt
22794,蕝,月,ʌt
22797,雪,月,ʌt
22802,悅,月,ʌt
22803,說,月,ʌt
22804,閱,月,ʌt
22805,蛻,月,ʌt
22806,娧,月,ʌt
22809,缺,月,ʌt
22811,噦,月,ʌt
22812,爇,月,ʌt
22817,說,月,ʌt
22819,炪,月,ʌt
22821,梲,月,ʌt
22828,䖦,月,ʌt
22829,歠,月,ʌt
22830,啜,月,ʌt
22831,輟,月,ʌt
22832,畷,月,ʌt
22833,惙,月,ʌt
22834,餟,月,ʌt
22835,罬,月,ʌt
22836,剟,月,ʌt
22838,啜,月,ʌt
22840,綴,月,ʌt
22841,掇,月,ʌt
22842,腏,月,ʌt
22843,𩋁,月,ʌt
22844,叕,月,ʌt
22846,劣,月,ʌt
22848,埒,月,ʌt
22850,鋝,月,ʌt
22851,脟,月,ʌt
22852,㸹,月,ʌt
22853,蛶,月,ʌt
22857,㭩,月,ʌt
22859,瞥,月,ʌt
22860,潎,月,ʌt
22863,別,月,ʌt
22866,徹,月,ʌt
22874,別,月,ʌt
22880,孑,月,ʌt
22881,訐,月,ʌt
22885,揭,月,ʌt
22886,設,月,ʌt
22887,蔎,月,ʌt
22892,烕,月,ʌt
22895,妜,月,ʌt
22903,膬,月,ʌt
22907,蠽,月,ʌt
22909,𪇲,月,ʌt
22913,𩯰,月,ʌt
22918,屮,月,ʌt
22920,硩,月,ʌt
22921,徹,月,ʌt
22925,娎,月,ʌt
22933,抴,月,ʌt
22935,藥,藥,ok
22936,躍,藥,ok
22938,禴,藥,ok
22939,蘥,藥,ok
22941,𩱲,藥,ok
22942,瀹,藥,ok
22945,爚,藥,ok
22946,櫟,藥,ok
22947,龠,藥,ok
22949,𠨲,藥,ok
22950,敫,藥,ok
22951,籥,藥,ok
22955,纅,藥,ok
22959,䟑,藥,ok
22961,𨷲,藥,ok
22962,𧢢,藥,ok
22967,略,鐸,ʌk
22970,掠,鐸,ʌk
22973,𧎾,鐸,ʌk
22974,䀩,鐸,ʌk
22976,腳,鐸,ʌk
22979,卻,鐸,ʌk
22980,屩,藥,ok
22981,灼,藥,ok
22982,斫,鐸,ʌk
22985,勺,藥,ok
22986,酌,藥,ok
22987,繳,藥,ok
22988,焯,藥,ok
22989,䅵,藥,ok
22990,妁,藥,ok
22994,䶂,藥,ok
22998,鑠,藥,ok
22999,獡,鐸,ʌk
23003,䟏,藥,ok
23004,若,鐸,ʌk
23005,弱,藥,ok
23006,鄀,鐸,ʌk
23007,箬,鐸,ʌk
23008,蒻,藥,ok
23010,溺,藥,ok
23011,䐞,藥,ok
23013,叒,鐸,ʌk
23015,綽,藥,ok
23017,婥,藥,ok
23019,約,藥,ok
23021,卻,鐸,ʌk
23025,虐,藥,ok
23027,瘧,藥,ok
23028,妁,藥,ok
23029,勺,藥,ok
23030,汋,藥,ok
23031,杓,藥,ok
23032,仢,藥,ok
23033,芍,藥,ok
23036,婼,鐸,ʌk
23038,辵,鐸,ʌk
23039,蠚,鐸,ʌk
23040,削,藥,ok
23041,斮,鐸,ʌk
23042,爵,藥,ok
23045,爝,藥,ok
23048,䶂,藥,ok
23050,嚼,藥,ok
23051,爝,藥,ok
23053,舄,鐸,ʌk
23059,踖,鐸,ʌk
23060,䇎,鐸,ʌk
23063,噱,鐸,ʌk
23064,蹻,藥,ok
23065,𠊬,鐸,ʌk
23066,𧍕,鐸,ʌk
23067,谷,鐸,ʌk
23069,臄,鐸,ʌk
23070,醵,鐸,ʌk
23076,縛,鐸,ʌk
23078,矆,鐸,ʌk
23079,彏,鐸,ʌk
23081,籰,鐸,ʌk
23086,玃,鐸,ʌk
23087,貜,鐸,ʌk
23088,𧾵,鐸,ʌk
23089,钁,鐸,ʌk
23090,攫,鐸,ʌk
23091,矍,鐸,ʌk
23093,彏,鐸,ʌk
23097,芍,藥,ok
23098,著,鐸,ʌk
23099,𥗁,鐸,ʌk
23100,櫡,鐸,ʌk
23105,躩,鐸,ʌk
23108,𧾵,鐸,ʌk
23111,貜,鐸,ʌk
23116,謔,藥,ok
23117,鐸,鐸,ʌk
23119,度,鐸,ʌk
23123,襗,鐸,ʌk
23130,仛,鐸,ʌk
23132,莫,鐸,ʌk
23133,幕,鐸,ʌk
23134,鄚,鐸,ʌk
23135,膜,鐸,ʌk
23136,鏌,鐸,ʌk
23137,摸,鐸,ʌk
23138,漠,鐸,ʌk
23139,瘼,鐸,ʌk
23142,嗼,鐸,ʌk
23148,落,鐸,ʌk
23149,絡,鐸,ʌk
23151,洛,鐸,ʌk
23154,樂,藥,ok
23155,𩂣,鐸,ʌk
23156,轢,藥,ok
23157,笿,鐸,ʌk
23158,硌,鐸,ʌk
23159,駱,鐸,ʌk
23161,𩊚,鐸,ʌk
23163,鉻,鐸,ʌk
23166,鮥,鐸,ʌk
23167,䶅,鐸,ʌk
23168,雒,鐸,ʌk
23172,鵅,鐸,ʌk
23173,𤻲,藥,ok
23178,濼,藥,ok
23180,䀩,鐸,ʌk
23182,託,鐸,ʌk
23183,袥,鐸,ʌk
23184,橐,鐸,ʌk
23185,魠,鐸,ʌk
23187,𣔳,鐸,ʌk
23188,𣟄,鐸,ʌk
23189,拓,鐸,ʌk
23193,蘀,鐸,ʌk
23195,侂,鐸,ʌk
23200,作,鐸,ʌk
23201,迮,鐸,ʌk
23203,𥽦,藥,ok
23204,鑿,藥,ok
23206,錯,鐸,ʌk
23207,厝,鐸,ʌk
23209,逪,鐸,ʌk
23213,各,鐸,ʌk
23214,閣,鐸,ʌk
23215,格,鐸,ʌk
23216,胳,鐸,ʌk
23220,愙,鐸,ʌk
23221,咢,鐸,ʌk
23223,鄂,鐸,ʌk
23225,𠟎,鐸,ʌk
23226,𧊜,鐸,ʌk
23228,遌,鐸,ʌk
23233,鶚,鐸,ʌk
23249,䨰,鐸,ʌk
23251,膊,鐸,ʌk
23253,䪙,鐸,ʌk
23255,胉,鐸,ʌk
23259,𦥭,鐸,ʌk
23261,惡,鐸,ʌk
23263,堊,鐸,ʌk
23264,蝁,鐸,ʌk
23266,亳,鐸,ʌk
23268,薄,鐸,ʌk
23272,鑮,鐸,ʌk
23273,踄,鐸,ʌk
23277,𦞦,藥,ok
23279,壑,鐸,ʌk
23283,郝,鐸,ʌk
23284,鰝,藥,ok
23285,熇,藥,ok
23288,索,鐸,ʌk
23294,涸,鐸,ʌk
23295,鶴,藥,ok
23297,貉,鐸,ʌk
23301,䮤,藥,ok
23305,昨,鐸,ʌk
23308,怍,鐸,ʌk
23310,鑿,藥,ok
23312,筰,鐸,ʌk
23313,柞,鐸,ʌk
23317,飵,鐸,ʌk
23321,秨,鐸,ʌk
23325,博,鐸,ʌk
23326,髆,鐸,ʌk
23327,搏,鐸,ʌk
23328,爆,藥,ok
23329,鎛,鐸,ʌk
23330,㗘,鐸,ʌk
23331,𪙍,鐸,ʌk
23332,襮,藥,ok
23338,欂,鐸,ʌk
23339,𩌏,鐸,ʌk
23344,𥴮,鐸,ʌk
23345,諾,鐸,ʌk
23346,霍,鐸,ʌk
23348,霩,鐸,ʌk
23350,藿,鐸,ʌk
23358,郭,鐸,ʌk
23359,𩫏,鐸,ʌk
23361,崞,鐸,ʌk
23362,椁,鐸,ʌk
23364,彉,鐸,ʌk
23368,雘,鐸,ʌk
23369,蠖,鐸,ʌk
23374,穫,鐸,ʌk
23375,鑊,鐸,ʌk
23379,濩,鐸,ʌk
23380,擭,鐸,ʌk
23385,鞹,鐸,ʌk
23386,漷,鐸,ʌk
23397,𡠜,鐸,ʌk
23398,𡖶,鐸,ʌk
23399,貘,鐸,ʌk
23401,貊,鐸,ʌk
23402,佰,鐸,ʌk
23403,驀,鐸,ʌk
23406,嗼,鐸,ʌk
23408,洦,鐸,ʌk
23413,磔,鐸,ʌk
23424,白,鐸,ʌk
23425,帛,鐸,ʌk
23427,鮊,鐸,ʌk
23429,伯,鐸,ʌk
23430,迫,鐸,ʌk
23431,敀,鐸,ʌk
23432,百,鐸,ʌk
23433,柏,鐸,ʌk
23437,劇,鐸,ʌk
23441,𢜭,鐸,ʌk
23443,戟,鐸,ʌk
23447,谻,鐸,ʌk
23448,丮,鐸,ʌk
23449,𢜭,鐸,ʌk
23451,𡩡,鐸,ʌk
23452,索,鐸,ʌk
23455,䂹,鐸,ʌk
23463,迮,鐸,ʌk
23466,㳻,鐸,ʌk
23467,諎,鐸,ʌk
23471,齰,鐸,ʌk
23475,隙,鐸,ʌk
23476,郤,鐸,ʌk
23477,綌,鐸,ʌk
23480,𡭴,鐸,ʌk
23482,額,鐸,ʌk
23486,詻,鐸,ʌk
23489,逆,鐸,ʌk
23490,屰,鐸,ʌk
23491,縌,鐸,ʌk
23495,客,鐸,ʌk
23499,啞,鐸,ʌk
23501,虩,鐸,ʌk
23502,𡍩,鐸,ʌk
23503,𧼳,鐸,ʌk
23510,魄,鐸,ʌk
23511,怕,鐸,ʌk
23513,敀,鐸,ʌk
23518,洦,鐸,ʌk
23520,赫,鐸,ʌk
23525,垎,鐸,ʌk
23529,格,鐸,ʌk
23531,茖,鐸,ʌk
23532,骼,鐸,ʌk
23533,觡,鐸,ʌk
23535,鵅,鐸,ʌk
23536,挌,鐸,ʌk
23551,宅,鐸,ʌk
23553,擇,鐸,ʌk
23554,澤,鐸,ʌk
23558,檡,鐸,ʌk
23562,襗,鐸,ʌk
23564,虢,鐸,ʌk
23566,㶁,鐸,ʌk
23580,麥,職,ɔɪk
23581,𧖴,錫,ək
23584,霢,錫,ək
23585,眽,錫,ək
23586,覛,錫,ək
23588,獲,鐸,ʌk
23589,畫,錫,ək
23590,嫿,錫,ək
23591,劃,錫,ək
23592,鱯,鐸,ʌk
23597,馘,職,ɔɪk
23598,聝,職,ɔɪk
23610,讗,錫,ək
23612,檗,錫,ək
23613,擘,錫,ək
23614,薜,錫,ək
23616,糪,錫,ək
23618,繴,錫,ək
23628,責,錫,ək
23630,簀,錫,ək
23631,幘,錫,ək
23632,嘖,錫,ək
23634,債,佳,ə
23637,嫧,錫,ək
23641,策,錫,ək
23642,冊,錫,ək
23644,嫧,錫,ək
23647,𣆩,錫,ək
23648,矠,鐸,ʌk
23654,柵,錫,ək
23655,礊,錫,ək
23656,𩱝,錫,ək
23659,罊,錫,ək
23662,繣,錫,ək
23666,捇,鐸,ʌk
23669,礊,錫,ək
23682,覈,錫,ək
23685,翮,錫,ək
23687,核,職,ɔɪk
23690,蒚,錫,ək
23691,隔,錫,ək
23693,搹,錫,ək
23694,鬲,錫,ək
23695,槅,錫,ək
23696,革,職,ɔɪk
23699,諽,職,ɔɪk
23701,𧈑,錫,ək
23704,𦑜,職,ɔɪk
23707,摘,錫,ək
23708,謫,錫,ək
23710,𤟍,錫,ək
23711,棏,職,ɔɪk
23716,戹,錫,ək
23717,厄,錫,ək
23718,搤,錫,ək
23719,㧖,錫,ək
23720,軶,錫,ək
23721,阸,錫,ək
23723,呝,錫,ək
23727,𩚬,錫,ək
23745,糪,錫,ək
23747,虉,錫,ək
23757,䭆,錫,ək
23759,謫,錫,ək
23760,昔,鐸,ʌk
23763,惜,鐸,ʌk
23766,舄,鐸,ʌk
23768,蕮,鐸,ʌk
23769,鬄,錫,ək
23770,䯜,錫,ək
23774,積,錫,ək
23775,脊,錫,ək
23776,蹐,錫,ək
23777,借,鐸,ʌk
23778,迹,錫,ək
23780,𨒪,錫,ək
23781,踖,鐸,ʌk
23785,𩺀,錫,ək
23792,益,錫,ək
23793,謚,錫,ək
23794,嗌,錫,ək
23796,齸,錫,ək
23797,膉,錫,ək
23799,𪕶,錫,ək
23800,繹,鐸,ʌk
23801,睪,鐸,ʌk
23802,亦,鐸,ʌk
23804,奕,鐸,ʌk
23806,譯,鐸,ʌk
23808,斁,鐸,ʌk
23809,驛,鐸,ʌk
23810,嶧,鐸,ʌk
23812,腋,鐸,ʌk
23813,掖,鐸,ʌk
23815,易,錫,ək
23816,液,鐸,ʌk
23817,痬,錫,ək
23820,圛,鐸,ʌk
23833,釋,鐸,ʌk
23836,適,錫,ək
23837,𠁗,職,ɔɪk
23838,郝,鐸,ʌk
23839,睗,錫,ək
23840,晹,錫,ək
23843,螫,鐸,ʌk
23844,𩮜,錫,ək
23846,冟,錫,ək
23849,尺,鐸,ʌk
23850,赤,鐸,ʌk
23856,郝,鐸,ʌk
23860,石,鐸,ʌk
23868,適,錫,ək
23881,擿,錫,ək
23882,䵂,錫,ək
23884,蹢,錫,ək
23886,潪,錫,ək
23888,磧,錫,ək
23890,𧻕,錫,ək
23891,洓,錫,ək
23892,䟄,錫,ək
23894,嫧,錫,ək
23895,席,鐸,ʌk
23896,夕,鐸,ʌk
23897,穸,鐸,ʌk
23900,蓆,鐸,ʌk
23901,籍,鐸,ʌk
23902,踖,鐸,ʌk
23904,藉,鐸,ʌk
23905,耤,鐸,ʌk
23911,膌,錫,ək
23912,䣢,鐸,ʌk
23913,簎,鐸,ʌk
23917,闢,錫,ək
23918,辟,錫,ək
23923,役,錫,ək
23925,疫,錫,ək
23927,坄,錫,ək
23933,豛,錫,ək
23937,辟,錫,ək
23938,璧,錫,ək
23942,襞,錫,ək
23943,𨐨,錫,ək
23944,僻,錫,ək
23947,廦,錫,ək
23950,碧,鐸,ʌk
23952,彳,鐸,ʌk
23957,錫,錫,ək
23958,析,錫,ək
23960,裼,錫,ək
23961,皙,錫,ək
23962,緆,錫,ək
23964,蜥,錫,ək
23965,菥,錫,ək
23966,淅,錫,ək
23971,激,藥,ok
23972,擊,錫,ək
23973,墼,錫,ək
23974,轚,錫,ək
23976,㰾,藥,ok
23977,𦼷,錫,ək
23979,鸄,藥,ok
23981,劈,錫,ək
23985,癖,錫,ək
23991,轢,藥,ok
23994,礫,藥,ok
23995,瓅,藥,ok
23996,秝,錫,ək
23997,櫪,錫,ək
23999,櫟,藥,ok
24001,歷,錫,ək
24004,瀝,錫,ək
24005,磿,錫,ək
24007,鬲,錫,ək
24009,蒚,錫,ək
24014,䟏,藥,ok
24016,𤩮,錫,ək
24022,𡳸,錫,ək
24024,𨢌,錫,ək
24029,擽,藥,ok
24030,濼,藥,ok
24032,的,藥,ok
24033,適,錫,ək
24034,嫡,錫,ək
24037,鏑,錫,ək
24038,馰,藥,ok
24039,滴,錫,ək
24041,弔,藥,ok
24042,芍,藥,ok
24043,蹢,錫,ək
24044,䶂,藥,ok
24045,玓,藥,ok
24046,樀,錫,ək
24047,𪄱,錫,ək
24051,扚,藥,ok
24057,杓,藥,ok
24059,覡,錫,ək
24060,薂,藥,ok
24062,鸄,藥,ok
24064,𣒃,錫,ək
24065,䚫,藥,ok
24066,鷁,錫,ək
24067,鶂,錫,ək
24069,𠩫,錫,ək
24070,虉,錫,ək
24072,狄,錫,ək
24073,敵,錫,ək
24074,籊,藥,ok
24075,翟,藥,ok
24076,迪,覺,ɔk
24079,笛,覺,ɔk
24081,糴,藥,ok
24083,邮,覺,ɔk
24084,滌,覺,ɔk
24086,𦵦,覺,ɔk
24087,踧,覺,ɔk
24090,䵂,錫,ək
24091,樀,錫,ək
24094,䊮,藥,ok
24097,苖,覺,ɔk
24099,㣙,覺,ɔk
24100,逖,錫,ək
24103,趯,藥,ok
24105,剔,錫,ək
24108,惕,錫,ək
24109,䯜,錫,ək
24111,摘,錫,ək
24113,䚐,錫,ək
24114,𩮜,錫,ək
24117,籊,藥,ok
24121,績,錫,ək
24126,𢶡,藥,ok
24127,𣪠,錫,ək
24134,惄,覺,ɔk
24136,溺,藥,ok
24137,愵,藥,ok
24138,寂,覺,ɔk
24145,幎,錫,ək
24146,幦,錫,ək
24149,糸,錫,ək
24150,鼏,錫,ək
24152,汨,錫,ək
24153,㵋,錫,ək
24155,冖,錫,ək
24156,䖑,錫,ək
24157,蓂,錫,ək
24166,甓,錫,ək
24167,鷿,錫,ək
24168,椑,錫,ək
24170,壁,錫,ək
24172,繴,錫,ək
24173,廦,錫,ək
24174,綼,錫,ək
24178,郹,錫,ək
24179,狊,錫,ək
24180,鶪,錫,ək
24182,鼳,錫,ək
24185,戚,覺,ɔk
24187,𧒕,覺,ɔk
24192,慽,覺,ɔk
24197,鬩,錫,ək
24214,職,職,ɔɪk
24216,戠,職,ɔɪk
24217,織,職,ɔɪk
24222,樴,職,ɔɪk
24223,直,職,ɔɪk
24227,力,職,ɔɪk
24228,朸,職,ɔɪk
24236,敕,職,ɔɪk
24238,飭,職,ɔɪk
24239,淔,職,ɔɪk
24240,趩,職,ɔɪk
24242,侙,職,ɔɪk
24248,荲,職,ɔɪk
24251,陟,職,ɔɪk
24252,稙,職,ɔɪk
24253,食,職,ɔɪk
24254,蝕,職,ɔɪk
24255,息,職,ɔɪk
24256,㮩,職,ɔɪk
24257,鄎,職,ɔɪk
24258,瘜,職,ɔɪk
24260,熄,職,ɔɪk
24268,殖,職,ɔɪk
24269,植,職,ɔɪk
24270,埴,職,ɔɪk
24274,識,職,ɔɪk
24275,式,職,ɔɪk
24278,軾,職,ɔɪk
24279,飾,職,ɔɪk
24292,萴,職,ɔɪk
24293,極,職,ɔɪk
24294,匿,職,ɔɪk
24298,恧,職,ɔɪk
24300,測,職,ɔɪk
24301,惻,職,ɔɪk
24302,畟,職,ɔɪk
24304,𡍫,職,ɔɪk
24306,憶,職,ɔɪk
24307,億,職,ɔɪk
24308,臆,職,ɔɪk
24309,肊,職,ɔɪk
24310,𠶷,職,ɔɪk
24313,澺,職,ɔɪk
24315,𦺳,職,ɔɪk
24318,檍,職,ɔɪk
24319,𣚍,職,ɔɪk
24320,抑,質,ət
24323,色,職,ɔɪk
24324,㱇,職,ɔɪk
24327,穡,職,ɔɪk
24328,薔,職,ɔɪk
24329,轖,職,ɔɪk
24331,濇,職,ɔɪk
24338,䩯,職,ɔɪk
24339,殛,職,ɔɪk
24340,㥛,職,ɔɪk
24341,襋,職,ɔɪk
24342,棘,職,ɔɪk
24343,亟,職,ɔɪk
24348,茍,職,ɔɪk
24350,弋,職,ɔɪk
24351,翊,職,ɔɪk
24353,廙,職,ɔɪk
24355,翼,職,ɔɪk
24359,隿,職,ɔɪk
24361,㚤,職,ɔɪk
24362,潩,職,ɔɪk
24363,杙,職,ɔɪk
24366,𧾰,職,ɔɪk
24372,瀷,職,ɔɪk
24383,䣧,職,ɔɪk
24384,即,質,ət
24386,稷,職,ɔɪk
24391,畟,職,ɔɪk
24402,皕,職,ɔɪk
24403,幅,職,ɔɪk
24404,楅,職,ɔɪk
24410,域,職,ɔɪk
24416,𦈸,職,ɔɪk
24418,𪑝,職,ɔɪk
24422,淢,職,ɔɪk
24424,洫,質,ət
24425,侐,質,ət
24427,閾,職,ɔɪk
24430,㰲,職,ɔɪk
24431,𤷇,職,ɔɪk
24432,𪑝,職,ɔɪk
24436,淢,職,ɔɪk
24438,堛,職,ɔɪk
24439,愊,職,ɔɪk
24441,𤗚,職,ɔɪk
24445,副,職,ɔɪk
24446,畐,職,ɔɪk
24453,𣅔,職,ɔɪk
24455,仄,職,ɔɪk
24458,萴,職,ɔɪk
24459,側,職,ɔɪk
24460,夨,職,ɔɪk
24462,愎,覺,ɔk
24464,𤐧,職,ɔɪk
24466,𤗚,職,ɔɪk
24470,僰,職,ɔɪk
24471,嶷,職,ɔɪk
24472,薿,職,ɔɪk
24473,㘈,職,ɔɪk
24474,懝,職,ɔɪk
24475,觺,職,ɔɪk
24485,德,職,ɔɪk
24486,惪,職,ɔɪk
24488,䙷,職,ɔɪk
24489,得,職,ɔɪk
24494,則,職,ɔɪk
24497,勒,職,ɔɪk
24498,肋,職,ɔɪk
24499,扐,職,ɔɪk
24502,朸,職,ɔɪk
24503,𤨕,職,ɔɪk
24505,泐,職,ɔɪk
24506,㔹,職,ɔɪk
24507,阞,職,ɔɪk
24509,忒,職,ɔɪk
24511,慝,職,ɔɪk
24512,貣,職,ɔɪk
24515,刻,職,ɔɪk
24516,克,職,ɔɪk
24518,勀,職,ɔɪk
24520,特,職,ɔɪk
24521,貣,職,ɔɪk
24523,𧎢,職,ɔɪk
24529,黑,職,ɔɪk
24532,墨,職,ɔɪk
24533,默,職,ɔɪk
24534,冒,職,ɔɪk
24536,纆,職,ɔɪk
24540,𡣫,職,ɔɪk
24544,賊,職,ɔɪk
24546,鱡,職,ɔɪk
